username,Domain,crawl_type,author_signature,join_date,lastactive,totalposts,FetchTime,groups,reputation,credits,awards,rank,activetime,contactinfo,reference_url
Hookahice,forum.exetools.com,catchup,,1377973800,1379485920, 59,1541828420000,Family,42,,,,"[ { ""year"": ""2013"",""month"": ""9"", ""dayofweek"": ""18"", ""hour"": ""6"", ""count"": "" 59"" }]",,https://forum.exetools.com/member.php?u=36484
marvin19872013,forum.exetools.com,catchup,,1377973800,1379785380, 11,1541828420000,Friend,8,,,,"[ { ""year"": ""2013"",""month"": ""9"", ""dayofweek"": ""21"", ""hour"": ""17"", ""count"": "" 11"" }]",,https://forum.exetools.com/member.php?u=36487
Chinchillin,forum.exetools.com,catchup,,0,1380234480, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""9"", ""dayofweek"": ""26"", ""hour"": ""22"", ""count"": "" n/a"" }]",,
suresh.hacker,forum.exetools.com,catchup,,1377973800,1381808280, 14,1541828420000,Friend,3,,,,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""15"", ""hour"": ""3"", ""count"": "" 14"" }]",,https://forum.exetools.com/member.php?u=36480
Xylitol,forum.exetools.com,catchup,,0,1381883700, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""16"", ""hour"": ""0"", ""count"": "" n/a"" }]",,
ondrong,forum.exetools.com,catchup,,0,1382486160, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""22"", ""hour"": ""23"", ""count"": "" n/a"" }]",,
Darkc0de,forum.exetools.com,catchup,,0,1382570160, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""10"", ""dayofweek"": ""23"", ""hour"": ""23"", ""count"": "" n/a"" }]",,
b30wulf,forum.exetools.com,catchup,,1383244200,1383956040, 134,1541828420000,Family,110,,,,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""9"", ""hour"": ""0"", ""count"": "" 134"" }]",,https://forum.exetools.com/member.php?u=36513
peMan!a,forum.exetools.com,catchup,,1383244200,1384012680, 13,1541828420000,Friend,0,,,,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""9"", ""hour"": ""15"", ""count"": "" 13"" }]",,https://forum.exetools.com/member.php?u=36519
leonardonhesi,forum.exetools.com,catchup,,1383244200,1384652520, 9,1541828420000,Friend,,,,,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""17"", ""hour"": ""1"", ""count"": "" 9"" }]",,https://forum.exetools.com/member.php?u=36515
husmanafper3,forum.exetools.com,catchup,,0,1384719540, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""17"", ""hour"": ""20"", ""count"": "" n/a"" }]",,
piranime,forum.exetools.com,catchup,,1380565800,1384913880, 6,1541828420000,Friend,6,,,,"[ { ""year"": ""2013"",""month"": ""11"", ""dayofweek"": ""20"", ""hour"": ""2"", ""count"": "" 6"" }]",,https://forum.exetools.com/member.php?u=36510
XxSmackxX,forum.exetools.com,catchup,,0,1387380720, n/a,1541828420000,,,,,,"[ { ""year"": ""2013"",""month"": ""12"", ""dayofweek"": ""18"", ""hour"": ""15"", ""count"": "" n/a"" }]",,
secmask,forum.exetools.com,catchup,,0,1387428780, n/a,1541828421000,,,,,,"[ { ""year"": ""2013"",""month"": ""12"", ""dayofweek"": ""19"", ""hour"": ""4"", ""count"": "" n/a"" }]",,
Notmex,forum.exetools.com,catchup,,1383244200,1387451100, 27,1541828421000,Friend,0,,,,"[ { ""year"": ""2013"",""month"": ""12"", ""dayofweek"": ""19"", ""hour"": ""11"", ""count"": "" 27"" }]",,https://forum.exetools.com/member.php?u=36538
n3m3s1s,forum.exetools.com,catchup,,0,1388164500, n/a,1541828421000,,,,,,"[ { ""year"": ""2013"",""month"": ""12"", ""dayofweek"": ""27"", ""hour"": ""17"", ""count"": "" n/a"" }]",,
ismail,forum.exetools.com,catchup,,1277922600,1388618100, 7,1541828421000,Friend,11,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""1"", ""hour"": ""23"", ""count"": "" 7"" }]",,https://forum.exetools.com/member.php?u=35373
wenij,forum.exetools.com,catchup,,1078079400,1389293100, 13,1541828421000,Friend,0,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""9"", ""hour"": ""18"", ""count"": "" 13"" }]",,https://forum.exetools.com/member.php?u=13551
xxvxx,forum.exetools.com,catchup,,0,1389300300, n/a,1541828421000,,,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""9"", ""hour"": ""20"", ""count"": "" n/a"" }]",,
Leina,forum.exetools.com,catchup,,1388514600,1389431160, 14,1541828421000,Friend,5,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""11"", ""hour"": ""9"", ""count"": "" 14"" }]",,https://forum.exetools.com/member.php?u=36560
predat,forum.exetools.com,catchup,,0,1390433520, n/a,1541828421000,,,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""22"", ""hour"": ""23"", ""count"": "" n/a"" }]",,
Dinisoid,forum.exetools.com,catchup,,0,1390477740, n/a,1541828421000,,,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""23"", ""hour"": ""11"", ""count"": "" n/a"" }]",,
alfares,forum.exetools.com,catchup,,1385836200,1390583340, 14,1541828421000,Friend,4,,,,"[ { ""year"": ""2014"",""month"": ""1"", ""dayofweek"": ""24"", ""hour"": ""17"", ""count"": "" 14"" }]",,https://forum.exetools.com/member.php?u=36551
agitator,forum.exetools.com,catchup,,0,1391231640, n/a,1541828421000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""1"", ""hour"": ""5"", ""count"": "" n/a"" }]",,
Blue Indian,forum.exetools.com,catchup,,0,1417084260, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""27"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
mdj,forum.exetools.com,catchup,,1320085800,1391588700, 152,1541828421000,♀♥♂KAMDEV♂♥♀,140,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""5"", ""hour"": ""8"", ""count"": "" 152"" }]",,https://forum.exetools.com/member.php?u=36085
peanuter,forum.exetools.com,catchup,,0,1392012480, n/a,1541828421000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""10"", ""hour"": ""6"", ""count"": "" n/a"" }]",,
Bey,forum.exetools.com,catchup,"
				If it's not broken, fix it until it is.
You can fix anything with a hammer.",1391193000,1441862880, 19,1541828430000,Family,38,,,,"[ { ""year"": ""2015"",""month"": ""9"", ""dayofweek"": ""10"", ""hour"": ""5"", ""count"": "" 19"" }]",,https://forum.exetools.com/member.php?u=36579
ludroid,forum.exetools.com,catchup,,0,1392032400, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""10"", ""hour"": ""11"", ""count"": "" n/a"" }]",,
Theislander,forum.exetools.com,catchup,,1298917800,1392054600, 65,1541828423000,Friend,10,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""10"", ""hour"": ""17"", ""count"": "" 65"" }]",,https://forum.exetools.com/member.php?u=35873
Steve_J,forum.exetools.com,catchup,,0,1392262140, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""13"", ""hour"": ""3"", ""count"": "" n/a"" }]",,
Morpheus,forum.exetools.com,catchup,,0,1392507540, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""15"", ""hour"": ""23"", ""count"": "" n/a"" }]",,
D3COD34,forum.exetools.com,catchup,,0,1393012200, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""21"", ""hour"": ""19"", ""count"": "" n/a"" }]",,
pentium450,forum.exetools.com,catchup,,0,1393445100, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""2"", ""dayofweek"": ""26"", ""hour"": ""20"", ""count"": "" n/a"" }]",,
aHjkk,forum.exetools.com,catchup,,0,1396867740, n/a,1541828423000,,,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""7"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
UniSoft,forum.exetools.com,catchup,,1272652200,1397416560, 80,1541828423000,Family,245,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""13"", ""hour"": ""19"", ""count"": "" 80"" }]",,https://forum.exetools.com/member.php?u=35212
V0K3,forum.exetools.com,catchup,,1396290600,1397771880, 2,1541828423000,Friend,,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""17"", ""hour"": ""21"", ""count"": "" 2"" }]",,https://forum.exetools.com/member.php?u=36620
leetone,forum.exetools.com,catchup,,1396290600,1407479700, 146,1541828428000,Family,31,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""8"", ""hour"": ""6"", ""count"": "" 146"" }]",,https://forum.exetools.com/member.php?u=36623
AlexAltea,forum.exetools.com,catchup,,1396290600,1398201240, 16,1541828423000,Friend,8,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""22"", ""hour"": ""21"", ""count"": "" 16"" }]",,https://forum.exetools.com/member.php?u=36624
Jhonjhon_123,forum.exetools.com,catchup,,1377973800,1398203820, 35,1541828423000,Friend,15,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""22"", ""hour"": ""21"", ""count"": "" 35"" }]",,https://forum.exetools.com/member.php?u=36478
stepanovich,forum.exetools.com,catchup,,1396290600,1398373440, 5,1541828423000,Friend,3,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""24"", ""hour"": ""21"", ""count"": "" 5"" }]",,https://forum.exetools.com/member.php?u=36626
CriticalError,forum.exetools.com,catchup,,0,1398455100, n/a,1541828424000,,,,,,"[ { ""year"": ""2014"",""month"": ""4"", ""dayofweek"": ""25"", ""hour"": ""19"", ""count"": "" n/a"" }]",,
rooster1,forum.exetools.com,catchup,,1388514600,1404437460, 9,1541828425000,Friend,4,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""4"", ""hour"": ""1"", ""count"": "" 9"" }]",,https://forum.exetools.com/member.php?u=36563
Moonglow,forum.exetools.com,catchup,,1398882600,1399540440, 4,1541828424000,Friend,,,,,"[ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""8"", ""hour"": ""9"", ""count"": "" 4"" }]",,https://forum.exetools.com/member.php?u=36633
alen,forum.exetools.com,catchup,,0,1419359760, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""12"", ""dayofweek"": ""23"", ""hour"": ""18"", ""count"": "" n/a"" }]",,
Storm Shadow,forum.exetools.com,catchup,,1401561000,1401578460, 272,1541828424000,Family,191,,,,"[ { ""year"": ""2014"",""month"": ""5"", ""dayofweek"": ""31"", ""hour"": ""23"", ""count"": "" 272"" }]",,https://forum.exetools.com/member.php?u=36644
obfuscator,forum.exetools.com,catchup,,1401561000,1401667200, 29,1541828424000,Friend,7,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""2"", ""hour"": ""0"", ""count"": "" 29"" }]",,https://forum.exetools.com/member.php?u=36645
computerline,forum.exetools.com,catchup,,1401561000,1401701880, 46,1541828424000,Friend,26,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""2"", ""hour"": ""9"", ""count"": "" 46"" }]",,https://forum.exetools.com/member.php?u=36646
Codehook,forum.exetools.com,catchup,,0,1401877980, n/a,1541828424000,,,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""4"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
reversecore,forum.exetools.com,catchup,,0,1401962640, n/a,1541828424000,,,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""5"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
xtiaoshi,forum.exetools.com,catchup,"
				�����ԧ�ѧާާߧ�� ��ҧ֧��֧�֧ߧڧ� �ӧ����ܧ� �� Windows Crack ���ҧ��֧ߧڧ����ѧ�-Dabei Guanyin ����է�ڧ�ѧ��ӧ� ���ѧ� �ҧ֧� �ާڧ�ѧҧ��",1107196200,1401963840," 1,037",1541828424000,bbs.pediy.com,428,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""5"", ""hour"": ""10"", ""count"": "" 1,037"" }]",,https://forum.exetools.com/member.php?u=20055
CodeInjector,forum.exetools.com,catchup,,0,1402944180, n/a,1541828424000,,,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""16"", ""hour"": ""18"", ""count"": "" n/a"" }]",,
Cloud,forum.exetools.com,catchup,,0,1403162940, n/a,1541828424000,,,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""19"", ""hour"": ""7"", ""count"": "" n/a"" }]",,
PerCoder,forum.exetools.com,catchup,,0,1403222040, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""19"", ""hour"": ""23"", ""count"": "" n/a"" }]",,
Kjacky,forum.exetools.com,catchup,,1383244200,1403517300, 71,1541828425000,Family,91,,,,"[ { ""year"": ""2014"",""month"": ""6"", ""dayofweek"": ""23"", ""hour"": ""9"", ""count"": "" 71"" }]",,https://forum.exetools.com/member.php?u=36517
horeffic,forum.exetools.com,catchup,,0,1404235620, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""1"", ""hour"": ""17"", ""count"": "" n/a"" }]",,
DREAEMER,forum.exetools.com,catchup,,0,1404238260, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""1"", ""hour"": ""18"", ""count"": "" n/a"" }]",,
CARLOS,forum.exetools.com,catchup,,0,1404283860, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""2"", ""hour"": ""6"", ""count"": "" n/a"" }]",,
tK!,forum.exetools.com,catchup,,1356978600,1404357000, 111,1541828425000,Family,118,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""3"", ""hour"": ""3"", ""count"": "" 111"" }]",,https://forum.exetools.com/member.php?u=36327
psgama,forum.exetools.com,catchup,,1404153000,1422754080, 74,1541828430000,Friend,3,,,,"[ { ""year"": ""2015"",""month"": ""2"", ""dayofweek"": ""1"", ""hour"": ""1"", ""count"": "" 74"" }]",,https://forum.exetools.com/member.php?u=36675
Phoenix,forum.exetools.com,catchup,,0,1404680580, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""6"", ""hour"": ""21"", ""count"": "" n/a"" }]",,
SAMFISHER,forum.exetools.com,catchup,,0,1404685080, n/a,1541828425000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""6"", ""hour"": ""22"", ""count"": "" n/a"" }]",,
Ultimax Force,forum.exetools.com,catchup,,0,1405586160, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""17"", ""hour"": ""8"", ""count"": "" n/a"" }]",,
H_C,forum.exetools.com,catchup,,1404153000,1405811580, 5,1541828426000,Friend,0,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""19"", ""hour"": ""23"", ""count"": "" 5"" }]",,https://forum.exetools.com/member.php?u=36684
lihanbok,forum.exetools.com,catchup,,1396290600,1405926300, 24,1541828426000,Friend,2,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""21"", ""hour"": ""7"", ""count"": "" 24"" }]",,https://forum.exetools.com/member.php?u=36622
CyberPunk,forum.exetools.com,catchup,,0,1405964100, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""21"", ""hour"": ""17"", ""count"": "" n/a"" }]",,
Leonardo,forum.exetools.com,catchup,,0,1406104440, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""23"", ""hour"": ""8"", ""count"": "" n/a"" }]",,
SRN,forum.exetools.com,catchup,,0,1406361300, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""26"", ""hour"": ""7"", ""count"": "" n/a"" }]",,
TQN,forum.exetools.com,catchup,,1049135400,1406619600, 272,1541828426000,VIP,10,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""29"", ""hour"": ""7"", ""count"": "" 272"" }]",,https://forum.exetools.com/member.php?u=8147
Utshiha,forum.exetools.com,catchup,,1404153000,1406811240, 141,1541828426000,Family,151,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""31"", ""hour"": ""12"", ""count"": "" 141"" }]",,https://forum.exetools.com/member.php?u=36697
Codeman,forum.exetools.com,catchup,,1398882600,1406825880, 68,1541828426000,Family,38,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""31"", ""hour"": ""16"", ""count"": "" 68"" }]",,https://forum.exetools.com/member.php?u=36638
cxj98,forum.exetools.com,catchup,,0,1406839860, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""7"", ""dayofweek"": ""31"", ""hour"": ""20"", ""count"": "" n/a"" }]",,
Coder,forum.exetools.com,catchup,,0,1406882640, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""1"", ""hour"": ""8"", ""count"": "" n/a"" }]",,
JIM SMITH,forum.exetools.com,catchup,,0,1407178740, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""4"", ""hour"": ""18"", ""count"": "" n/a"" }]",,
luj107,forum.exetools.com,catchup,,0,1407324240, n/a,1541828426000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""6"", ""hour"": ""11"", ""count"": "" n/a"" }]",,
0x22,forum.exetools.com,catchup,,1406831400,1407519180, 65,1541828428000,Family,47,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""8"", ""hour"": ""17"", ""count"": "" 65"" }]",,https://forum.exetools.com/member.php?u=36704
SubzEro,forum.exetools.com,catchup,,0,1407579120, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""9"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
Artic,forum.exetools.com,catchup,,1404153000,1408311360, 73,1541828428000,Friend,15,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""17"", ""hour"": ""21"", ""count"": "" 73"" }]",,https://forum.exetools.com/member.php?u=36691
OPiC,forum.exetools.com,catchup,,0,1408560420, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""20"", ""hour"": ""18"", ""count"": "" n/a"" }]",,
daat,forum.exetools.com,catchup,,0,1409066280, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""8"", ""dayofweek"": ""26"", ""hour"": ""15"", ""count"": "" n/a"" }]",,
infinitevs,forum.exetools.com,catchup,,1409509800,1410068460, 8,1541828428000,Friend,6,,,,"[ { ""year"": ""2014"",""month"": ""9"", ""dayofweek"": ""7"", ""hour"": ""5"", ""count"": "" 8"" }]",,https://forum.exetools.com/member.php?u=36727
securedsolutions,forum.exetools.com,catchup,,0,1413373200, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""15"", ""hour"": ""11"", ""count"": "" n/a"" }]",,
NytroRST,forum.exetools.com,catchup,,1412101800,1414243980, 2,1541828428000,Friend,0,,,,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""25"", ""hour"": ""13"", ""count"": "" 2"" }]",,https://forum.exetools.com/member.php?u=36750
pet2014,forum.exetools.com,catchup,,0,1414469820, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""28"", ""hour"": ""4"", ""count"": "" n/a"" }]",,
ke_cn,forum.exetools.com,catchup,,0,1414663440, n/a,1541828428000,,,,,,"[ { ""year"": ""2014"",""month"": ""10"", ""dayofweek"": ""30"", ""hour"": ""10"", ""count"": "" n/a"" }]",,
doingtest,forum.exetools.com,catchup,,1462041000,1463040240, 5,1541828431000,Friend,0,,,,"[ { ""year"": ""2016"",""month"": ""5"", ""dayofweek"": ""12"", ""hour"": ""8"", ""count"": "" 5"" }]",,https://forum.exetools.com/member.php?u=37080
Hypnz,forum.exetools.com,catchup,,1412101800,1415033940, 36,1541828428000,Friend,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""3"", ""hour"": ""16"", ""count"": "" 36"" }]",,https://forum.exetools.com/member.php?u=36744
crystalboy,forum.exetools.com,catchup,,1414780200,1415234220, 3,1541828429000,Friend,2,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""6"", ""hour"": ""0"", ""count"": "" 3"" }]",,https://forum.exetools.com/member.php?u=36754
JOY,forum.exetools.com,catchup,,0,1415242980, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""6"", ""hour"": ""3"", ""count"": "" n/a"" }]",,
CashD,forum.exetools.com,catchup,,0,1416052740, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""15"", ""hour"": ""11"", ""count"": "" n/a"" }]",,
menglv,forum.exetools.com,catchup,,0,1416120960, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""16"", ""hour"": ""6"", ""count"": "" n/a"" }]",,
js78955,forum.exetools.com,catchup,,0,1417167120, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""28"", ""hour"": ""9"", ""count"": "" n/a"" }]",,
ByteReverser,forum.exetools.com,catchup,,0,1417204680, n/a,1541828429000,,,,,,"[ { ""year"": ""2014"",""month"": ""11"", ""dayofweek"": ""28"", ""hour"": ""19"", ""count"": "" n/a"" }]",,
luckycharms,forum.exetools.com,catchup,,1414780200,1417520160, 8,1541828429000,Friend,0,,,,"[ { ""year"": ""2014"",""month"": ""12"", ""dayofweek"": ""2"", ""hour"": ""11"", ""count"": "" 8"" }]",,https://forum.exetools.com/member.php?u=36761
rukov,forum.exetools.com,catchup,,1417372200,1417693260, 57,1541828429000,Family,59,,,,"[ { ""year"": ""2014"",""month"": ""12"", ""dayofweek"": ""4"", ""hour"": ""11"", ""count"": "" 57"" }]",,https://forum.exetools.com/member.php?u=36768
Masoud,forum.exetools.com,catchup,,1417372200,1418841660, 16,1541828429000,Friend,0,,,,"[ { ""year"": ""2014"",""month"": ""12"", ""dayofweek"": ""17"", ""hour"": ""18"", ""count"": "" 16"" }]",,https://forum.exetools.com/member.php?u=36771
atom0s,forum.exetools.com,catchup,,1420050600,1421187240, 196,1541828429000,Family,94,,,,"[ { ""year"": ""2015"",""month"": ""1"", ""dayofweek"": ""13"", ""hour"": ""22"", ""count"": "" 196"" }]",,https://forum.exetools.com/member.php?u=36780
ioannis,forum.exetools.com,catchup,,1420050600,1421349360, 26,1541828429000,Friend,9,,,,"[ { ""year"": ""2015"",""month"": ""1"", ""dayofweek"": ""15"", ""hour"": ""19"", ""count"": "" 26"" }]",,https://forum.exetools.com/member.php?u=36777
Stitch,forum.exetools.com,catchup,,1409509800,1422027060, 32,1541828430000,Friend,3,,,,"[ { ""year"": ""2015"",""month"": ""1"", ""dayofweek"": ""23"", ""hour"": ""15"", ""count"": "" 32"" }]",,https://forum.exetools.com/member.php?u=36733
alexwiz,forum.exetools.com,catchup,,1420050600,1422055920, 2,1541828430000,Friend,0,,,,"[ { ""year"": ""2015"",""month"": ""1"", ""dayofweek"": ""23"", ""hour"": ""23"", ""count"": "" 2"" }]",,https://forum.exetools.com/member.php?u=36782
TheProxy,forum.exetools.com,catchup,,1430418600,1431510660, 5,1541828430000,Friend,4,,,,"[ { ""year"": ""2015"",""month"": ""5"", ""dayofweek"": ""13"", ""hour"": ""9"", ""count"": "" 5"" }]",,https://forum.exetools.com/member.php?u=36798
dummys,forum.exetools.com,catchup,,1438367400,1508329260, 16,1541828436000,Friend,4,,,,"[ { ""year"": ""2017"",""month"": ""10"", ""dayofweek"": ""18"", ""hour"": ""12"", ""count"": "" 16"" }]",,https://forum.exetools.com/member.php?u=36810
Legend-Modz,forum.exetools.com,catchup,,1441045800,1441397520, 18,1541828430000,Friend,3,,,,"[ { ""year"": ""2015"",""month"": ""9"", ""dayofweek"": ""4"", ""hour"": ""20"", ""count"": "" 18"" }]",,https://forum.exetools.com/member.php?u=36816
